is_dater_male,dater_age,dated_age,age_difference,dater_race,dated_race,are_same_race,same_race_importance_for_dater,same_religion_importance_for_dater,attractiveness_importance_for_dated,sincerity_importance_for_dated,intelligence_importance_for_dated,humor_importance_for_dated,ambition_importance_for_dated,shared_interests_importance_for_dated,attractiveness_score_of_dater_from_dated,sincerity_score_of_dater_from_dated,intelligence_score_of_dater_from_dated,humor_score_of_dater_from_dated,ambition_score_of_dater_from_dated,shared_interests_score_of_dater_from_dated,attractiveness_importance_for_dater,sincerity_importance_for_dater,intelligence_importance_for_dater,humor_importance_for_dater,ambition_importance_for_dater,shared_interests_importance_for_dater,self_reported_attractiveness_of_dater,self_reported_sincerity_of_dater,self_reported_intelligence_of_dater,self_reported_humor_of_dater,self_reported_ambition_of_dater,reported_attractiveness_of_dated_from_dater,reported_sincerity_of_dated_from_dater,reported_intelligence_of_dated_from_dater,reported_humor_of_dated_from_dater,reported_ambition_of_dated_from_dater,reported_shared_interests_of_dated_from_dater,dater_interest_in_sports,dater_interest_in_tvsports,dater_interest_in_exercise,dater_interest_in_dining,dater_interest_in_museums,dater_interest_in_art,dater_interest_in_hiking,dater_interest_in_gaming,dater_interest_in_clubbing,dater_interest_in_reading,dater_interest_in_tv,dater_interest_in_theater,dater_interest_in_movies,dater_interest_in_concerts,dater_interest_in_music,dater_interest_in_shopping,dater_interest_in_yoga,interests_correlation,expected_satisfaction_of_dater,expected_number_of_likes_of_dater_from_20_people,expected_number_of_dates_for_dater,dater_liked_dated,probability_dated_wants_to_date,already_met_before,dater_wants_to_date,dated_wants_to_date,is_match
True,28,24,4,caucasian,caucasian,True,2.0,2.0,35.0,10.0,20.0,20.0,10.0,5.0,7.0,7.0,7.0,6.0,6.0,6.0,40.0,15.0,20.0,10.0,5.0,10.0,8.0,9.0,8.0,8.0,8.0,8.0,8.0,9.0,8.0,9.0,7.0,8.0,4.0,3.0,10.0,9.0,8.0,8.0,4.0,4.0,9.0,5.0,7.0,9.0,9.0,9.0,7.0,3.0,0.4,6.0,9,8,8.0,8.0,True,True,False,0
True,28,27,1,caucasian,'Asian/Pacific Islander/Asian-American',False,2.0,2.0,50.0,0.0,50.0,0.0,0.0,0.0,7.0,6.0,9.0,8.0,9.0,9.0,40.0,15.0,20.0,10.0,5.0,10.0,8.0,9.0,8.0,8.0,8.0,8.0,9.0,9.0,8.0,9.0,7.0,8.0,4.0,3.0,10.0,9.0,8.0,8.0,4.0,4.0,9.0,5.0,7.0,9.0,9.0,9.0,7.0,3.0,0.5,6.0,9,8,7.0,7.0,True,True,False,0
True,28,30,2,caucasian,caucasian,True,2.0,2.0,30.0,20.0,30.0,10.0,0.0,10.0,8.0,7.0,5.0,6.0,7.0,4.0,40.0,15.0,20.0,10.0,5.0,10.0,8.0,9.0,8.0,8.0,8.0,7.0,9.0,9.0,7.0,9.0,7.0,8.0,4.0,3.0,10.0,9.0,8.0,8.0,4.0,4.0,9.0,5.0,7.0,9.0,9.0,9.0,7.0,3.0,-0.24,6.0,9,8,7.0,8.0,True,False,False,0
True,28,21,7,caucasian,'Asian/Pacific Islander/Asian-American',False,2.0,2.0,30.0,5.0,30.0,15.0,15.0,5.0,5.0,4.0,6.0,3.0,7.0,3.0,40.0,15.0,20.0,10.0,5.0,10.0,8.0,9.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,7.0,8.0,4.0,3.0,10.0,9.0,8.0,8.0,4.0,4.0,9.0,5.0,7.0,9.0,9.0,9.0,7.0,3.0,0.24,6.0,9,8,8.0,7.0,True,True,False,0
True,28,25,3,caucasian,caucasian,True,2.0,2.0,20.0,23.0,23.0,22.0,7.0,5.0,8.0,8.0,8.0,8.0,8.0,6.0,40.0,15.0,20.0,10.0,5.0,10.0,8.0,9.0,8.0,8.0,8.0,8.0,7.0,8.0,8.0,8.0,6.0,8.0,4.0,3.0,10.0,9.0,8.0,8.0,4.0,4.0,9.0,5.0,7.0,9.0,9.0,9.0,7.0,3.0,-0.2,6.0,9,8,8.0,6.0,True,True,True,1
True,28,26,2,caucasian,caucasian,True,2.0,2.0,20.0,25.0,20.0,15.0,15.0,5.0,9.0,8.0,8.0,5.0,6.0,7.0,40.0,15.0,20.0,10.0,5.0,10.0,8.0,9.0,8.0,8.0,8.0,7.0,8.0,8.0,7.0,8.0,6.0,8.0,4.0,3.0,10.0,9.0,8.0,8.0,4.0,4.0,9.0,5.0,7.0,9.0,9.0,9.0,7.0,3.0,0.77,6.0,9,8,6.0,7.0,True,False,True,0
True,28,27,1,caucasian,caucasian,True,2.0,2.0,10.0,10.0,30.0,25.0,10.0,15.0,7.0,7.0,7.0,4.0,7.0,4.0,40.0,15.0,20.0,10.0,5.0,10.0,8.0,9.0,8.0,8.0,8.0,7.0,8.0,8.0,7.0,8.0,7.0,8.0,4.0,3.0,10.0,9.0,8.0,8.0,4.0,4.0,9.0,5.0,7.0,9.0,9.0,9.0,7.0,3.0,0.46,6.0,9,8,7.0,7.0,True,False,True,0
True,28,23,5,caucasian,'Black/African American',False,2.0,2.0,50.0,10.0,20.0,10.0,10.0,0.0,3.0,9.0,9.0,3.0,9.0,5.0,40.0,15.0,20.0,10.0,5.0,10.0,8.0,9.0,8.0,8.0,8.0,6.0,9.0,9.0,8.0,9.0,6.0,8.0,4.0,3.0,10.0,9.0,8.0,8.0,4.0,4.0,9.0,5.0,7.0,9.0,9.0,9.0,7.0,3.0,0.22,6.0,9,8,6.0,6.0,True,False,False,0
True,28,21,7,caucasian,'Asian/Pacific Islander/Asian-American',False,1.0,1.0,12.0,18.0,20.0,16.0,16.0,18.0,6.0,8.0,7.0,6.0,8.0,2.0,40.0,20.0,20.0,20.0,0.0,0.0,8.0,9.0,8.0,8.0,8.0,5.0,7.0,7.0,7.0,7.0,5.0,5.0,2.0,2.0,8.0,7.0,8.0,8.0,1.0,3.0,7.0,1.0,8.0,6.0,9.0,9.0,1.0,3.0,-0.2,7.0,5,2,5.0,5.0,True,False,False,0
True,28,27,1,caucasian,'Black/African American',False,1.0,1.0,20.0,20.0,20.0,10.0,10.0,20.0,4.0,5.0,5.0,4.0,5.0,4.0,40.0,20.0,20.0,20.0,0.0,0.0,8.0,9.0,8.0,8.0,8.0,4.0,7.0,7.0,6.0,6.0,5.0,5.0,2.0,2.0,8.0,7.0,8.0,8.0,1.0,3.0,7.0,1.0,8.0,6.0,9.0,9.0,1.0,3.0,0.33,7.0,5,2,6.0,4.0,True,False,False,0
True,28,21,7,caucasian,'Asian/Pacific Islander/Asian-American',False,1.0,1.0,10.0,20.0,40.0,10.0,10.0,10.0,6.0,7.0,6.0,6.0,5.0,5.0,40.0,20.0,20.0,20.0,0.0,0.0,8.0,9.0,8.0,8.0,8.0,6.0,7.0,7.0,7.0,9.0,7.0,5.0,2.0,2.0,8.0,7.0,8.0,8.0,1.0,3.0,7.0,1.0,8.0,6.0,9.0,9.0,1.0,3.0,0.35,7.0,5,2,7.0,5.0,True,True,False,0
True,28,25,3,caucasian,caucasian,True,1.0,1.0,20.0,20.0,15.0,15.0,15.0,15.0,5.0,8.0,8.0,6.0,9.0,6.0,40.0,20.0,20.0,20.0,0.0,0.0,8.0,9.0,8.0,8.0,8.0,8.0,9.0,9.0,9.0,7.0,5.0,5.0,2.0,2.0,8.0,7.0,8.0,8.0,1.0,3.0,7.0,1.0,8.0,6.0,9.0,9.0,1.0,3.0,-0.15,7.0,5,2,7.0,5.0,True,True,False,0
True,28,23,5,caucasian,caucasian,True,1.0,1.0,20.0,20.0,20.0,15.0,15.0,10.0,2.0,8.0,7.0,2.0,7.0,2.0,40.0,20.0,20.0,20.0,0.0,0.0,8.0,9.0,8.0,8.0,8.0,8.0,8.0,7.0,8.0,7.0,6.0,5.0,2.0,2.0,8.0,7.0,8.0,8.0,1.0,3.0,7.0,1.0,8.0,6.0,9.0,9.0,1.0,3.0,0.16,7.0,5,2,7.0,4.0,True,True,False,0
True,28,22,6,caucasian,'Latino/Hispanic American',False,1.0,1.0,17.0,10.0,18.0,20.0,25.0,10.0,2.0,4.0,7.0,3.0,6.0,2.0,40.0,20.0,20.0,20.0,0.0,0.0,8.0,9.0,8.0,8.0,8.0,9.0,9.0,8.0,9.0,8.0,7.0,5.0,2.0,2.0,8.0,7.0,8.0,8.0,1.0,3.0,7.0,1.0,8.0,6.0,9.0,9.0,1.0,3.0,-0.06,7.0,5,2,8.0,5.0,True,True,False,0
True,28,22,6,caucasian,caucasian,True,1.0,1.0,20.0,22.0,18.0,15.0,15.0,10.0,6.0,7.0,6.0,4.0,6.0,5.0,40.0,20.0,20.0,20.0,0.0,0.0,8.0,9.0,8.0,8.0,8.0,5.0,8.0,7.0,7.0,7.0,5.0,5.0,2.0,2.0,8.0,7.0,8.0,8.0,1.0,3.0,7.0,1.0,8.0,6.0,9.0,9.0,1.0,3.0,-0.16,7.0,5,2,6.0,6.0,True,False,False,0
True,28,23,5,caucasian,caucasian,True,1.0,1.0,10.0,20.0,20.0,20.0,20.0,10.0,3.0,5.0,8.0,4.0,7.0,6.0,40.0,20.0,20.0,20.0,0.0,0.0,8.0,9.0,8.0,8.0,8.0,6.0,8.0,8.0,7.0,8.0,6.0,5.0,2.0,2.0,8.0,7.0,8.0,8.0,1.0,3.0,7.0,1.0,8.0,6.0,9.0,9.0,1.0,3.0,0.21,7.0,5,2,6.0,5.0,True,False,False,0
True,28,24,4,caucasian,caucasian,True,1.0,1.0,35.0,10.0,20.0,20.0,10.0,5.0,4.0,5.0,6.0,4.0,5.0,5.0,40.0,20.0,20.0,20.0,0.0,0.0,8.0,9.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,7.0,7.0,5.0,2.0,2.0,8.0,7.0,8.0,8.0,1.0,3.0,7.0,1.0,8.0,6.0,9.0,9.0,1.0,3.0,0.26,7.0,5,2,7.0,6.0,True,True,False,0
True,28,27,1,caucasian,'Asian/Pacific Islander/Asian-American',False,1.0,1.0,50.0,0.0,50.0,0.0,0.0,0.0,7.0,6.0,9.0,8.0,9.0,9.0,40.0,20.0,20.0,20.0,0.0,0.0,8.0,9.0,8.0,8.0,8.0,7.0,8.0,8.0,7.0,8.0,6.0,5.0,2.0,2.0,8.0,7.0,8.0,8.0,1.0,3.0,7.0,1.0,8.0,6.0,9.0,9.0,1.0,3.0,0.19,7.0,5,2,7.0,5.0,True,True,False,0
True,28,30,2,caucasian,caucasian,True,1.0,1.0,30.0,20.0,30.0,10.0,0.0,10.0,5.0,6.0,5.0,5.0,6.0,8.0,40.0,20.0,20.0,20.0,0.0,0.0,8.0,9.0,8.0,8.0,8.0,5.0,8.0,8.0,7.0,7.0,7.0,5.0,2.0,2.0,8.0,7.0,8.0,8.0,1.0,3.0,7.0,1.0,8.0,6.0,9.0,9.0,1.0,3.0,-0.29,7.0,5,2,6.0,5.0,True,False,False,0
True,28,21,7,caucasian,'Asian/Pacific Islander/Asian-American',False,1.0,1.0,30.0,5.0,30.0,15.0,15.0,5.0,4.0,6.0,6.0,5.0,7.0,3.0,40.0,20.0,20.0,20.0,0.0,0.0,8.0,9.0,8.0,8.0,8.0,8.0,8.0,7.0,8.0,7.0,7.0,5.0,2.0,2.0,8.0,7.0,8.0,8.0,1.0,3.0,7.0,1.0,8.0,6.0,9.0,9.0,1.0,3.0,0.16,7.0,5,2,7.0,7.0,True,True,False,0
True,28,25,3,caucasian,caucasian,True,1.0,1.0,20.0,23.0,23.0,22.0,7.0,5.0,6.0,8.0,8.0,6.0,7.0,9.0,40.0,20.0,20.0,20.0,0.0,0.0,8.0,9.0,8.0,8.0,8.0,8.0,8.0,9.0,7.0,8.0,7.0,5.0,2.0,2.0,8.0,7.0,8.0,8.0,1.0,3.0,7.0,1.0,8.0,6.0,9.0,9.0,1.0,3.0,-0.29,7.0,5,2,7.0,6.0,True,True,False,0
True,28,26,2,caucasian,caucasian,True,1.0,1.0,20.0,25.0,20.0,15.0,15.0,5.0,3.0,4.0,6.0,4.0,5.0,2.0,40.0,20.0,20.0,20.0,0.0,0.0,8.0,9.0,8.0,8.0,8.0,9.0,8.0,7.0,6.0,7.0,6.0,5.0,2.0,2.0,8.0,7.0,8.0,8.0,1.0,3.0,7.0,1.0,8.0,6.0,9.0,9.0,1.0,3.0,0.83,7.0,5,2,7.0,6.0,True,False,False,0
True,28,27,1,caucasian,caucasian,True,1.0,1.0,10.0,10.0,30.0,25.0,10.0,15.0,4.0,3.0,4.0,2.0,3.0,3.0,40.0,20.0,20.0,20.0,0.0,0.0,8.0,9.0,8.0,8.0,8.0,6.0,8.0,7.0,6.0,8.0,6.0,5.0,2.0,2.0,8.0,7.0,8.0,8.0,1.0,3.0,7.0,1.0,8.0,6.0,9.0,9.0,1.0,3.0,0.68,7.0,5,2,7.0,5.0,True,False,False,0
True,28,23,5,caucasian,'Black/African American',False,1.0,1.0,50.0,10.0,20.0,10.0,10.0,0.0,3.0,9.0,9.0,5.0,9.0,5.0,40.0,20.0,20.0,20.0,0.0,0.0,8.0,9.0,8.0,8.0,8.0,6.0,8.0,9.0,7.0,8.0,6.0,5.0,2.0,2.0,8.0,7.0,8.0,8.0,1.0,3.0,7.0,1.0,8.0,6.0,9.0,9.0,1.0,3.0,0.11,7.0,5,2,6.0,3.0,True,False,False,0
True,23,21,2,'Black/African American','Asian/Pacific Islander/Asian-American',False,1.0,1.0,12.0,18.0,20.0,16.0,16.0,18.0,5.0,9.0,9.0,8.0,9.0,5.0,20.0,25.0,25.0,10.0,10.0,10.0,6.0,10.0,10.0,9.0,10.0,5.0,8.0,10.0,7.0,9.0,5.0,10.0,8.0,4.0,5.0,5.0,4.0,1.0,6.0,10.0,9.0,7.0,5.0,10.0,7.0,10.0,5.0,1.0,0.39,7.0,5,2,6.0,6.0,True,False,False,0
True,23,27,4,'Black/African American','Black/African American',True,1.0,1.0,20.0,20.0,20.0,10.0,10.0,20.0,6.0,7.0,7.0,7.0,7.0,7.0,20.0,25.0,25.0,10.0,10.0,10.0,6.0,10.0,10.0,9.0,10.0,5.0,8.0,9.0,7.0,10.0,8.0,10.0,8.0,4.0,5.0,5.0,4.0,1.0,6.0,10.0,9.0,7.0,5.0,10.0,7.0,10.0,5.0,1.0,0.16,7.0,5,2,7.0,7.0,True,False,True,0
True,23,21,2,'Black/African American','Asian/Pacific Islander/Asian-American',False,1.0,1.0,10.0,20.0,40.0,10.0,10.0,10.0,6.0,8.0,7.0,6.0,7.0,5.0,20.0,25.0,25.0,10.0,10.0,10.0,6.0,10.0,10.0,9.0,10.0,6.0,9.0,10.0,8.0,10.0,7.0,10.0,8.0,4.0,5.0,5.0,4.0,1.0,6.0,10.0,9.0,7.0,5.0,10.0,7.0,10.0,5.0,1.0,0.1,7.0,5,2,7.0,7.0,True,False,False,0
True,23,25,2,'Black/African American',caucasian,False,1.0,1.0,20.0,20.0,15.0,15.0,15.0,15.0,7.0,7.0,7.0,8.0,8.0,6.0,20.0,25.0,25.0,10.0,10.0,10.0,6.0,10.0,10.0,9.0,10.0,8.0,9.0,8.0,10.0,9.0,8.0,10.0,8.0,4.0,5.0,5.0,4.0,1.0,6.0,10.0,9.0,7.0,5.0,10.0,7.0,10.0,5.0,1.0,0.53,7.0,5,2,9.0,6.0,True,True,False,0
True,23,23,0,'Black/African American',caucasian,False,1.0,1.0,20.0,20.0,20.0,15.0,15.0,10.0,6.0,6.0,6.0,6.0,6.0,4.0,20.0,25.0,25.0,10.0,10.0,10.0,6.0,10.0,10.0,9.0,10.0,8.0,9.0,8.0,9.0,9.0,8.0,10.0,8.0,4.0,5.0,5.0,4.0,1.0,6.0,10.0,9.0,7.0,5.0,10.0,7.0,10.0,5.0,1.0,0.03,7.0,5,2,9.0,7.0,True,True,False,0
True,23,22,1,'Black/African American','Latino/Hispanic American',False,1.0,1.0,17.0,10.0,18.0,20.0,25.0,10.0,5.0,6.0,6.0,4.0,3.0,4.0,20.0,25.0,25.0,10.0,10.0,10.0,6.0,10.0,10.0,9.0,10.0,9.0,8.0,9.0,10.0,9.0,8.0,10.0,8.0,4.0,5.0,5.0,4.0,1.0,6.0,10.0,9.0,7.0,5.0,10.0,7.0,10.0,5.0,1.0,-0.16,7.0,5,2,10.0,7.0,True,True,False,0
True,23,22,1,'Black/African American',caucasian,False,1.0,1.0,20.0,22.0,18.0,15.0,15.0,10.0,6.0,8.0,7.0,6.0,5.0,3.0,20.0,25.0,25.0,10.0,10.0,10.0,6.0,10.0,10.0,9.0,10.0,6.0,8.0,8.0,8.0,9.0,6.0,10.0,8.0,4.0,5.0,5.0,4.0,1.0,6.0,10.0,9.0,7.0,5.0,10.0,7.0,10.0,5.0,1.0,0.52,7.0,5,2,7.0,8.0,True,False,True,0
True,23,23,0,'Black/African American',caucasian,False,1.0,1.0,10.0,20.0,20.0,20.0,20.0,10.0,7.0,7.0,8.0,8.0,7.0,8.0,20.0,25.0,25.0,10.0,10.0,10.0,6.0,10.0,10.0,9.0,10.0,7.0,9.0,10.0,10.0,10.0,10.0,10.0,8.0,4.0,5.0,5.0,4.0,1.0,6.0,10.0,9.0,7.0,5.0,10.0,7.0,10.0,5.0,1.0,0.49,7.0,5,2,8.0,9.0,True,True,True,1
True,23,24,1,'Black/African American',caucasian,False,1.0,1.0,35.0,10.0,20.0,20.0,10.0,5.0,9.0,8.0,7.0,10.0,9.0,8.0,20.0,25.0,25.0,10.0,10.0,10.0,6.0,10.0,10.0,9.0,10.0,8.0,10.0,10.0,10.0,10.0,8.0,10.0,8.0,4.0,5.0,5.0,4.0,1.0,6.0,10.0,9.0,7.0,5.0,10.0,7.0,10.0,5.0,1.0,-0.32,7.0,5,2,10.0,10.0,True,True,True,1
True,23,27,4,'Black/African American','Asian/Pacific Islander/Asian-American',False,1.0,1.0,50.0,0.0,50.0,0.0,0.0,0.0,8.0,8.0,7.0,9.0,7.0,5.0,20.0,25.0,25.0,10.0,10.0,10.0,6.0,10.0,10.0,9.0,10.0,6.0,8.0,10.0,8.0,7.0,7.0,10.0,8.0,4.0,5.0,5.0,4.0,1.0,6.0,10.0,9.0,7.0,5.0,10.0,7.0,10.0,5.0,1.0,0.2,7.0,5,2,8.0,7.0,True,False,False,0
True,23,30,7,'Black/African American',caucasian,False,1.0,1.0,30.0,20.0,30.0,10.0,0.0,10.0,7.0,7.0,6.0,6.0,6.0,4.0,20.0,25.0,25.0,10.0,10.0,10.0,6.0,10.0,10.0,9.0,10.0,6.0,9.0,9.0,8.0,8.0,7.0,10.0,8.0,4.0,5.0,5.0,4.0,1.0,6.0,10.0,9.0,7.0,5.0,10.0,7.0,10.0,5.0,1.0,-0.15,7.0,5,2,8.0,7.0,True,False,False,0
True,23,21,2,'Black/African American','Asian/Pacific Islander/Asian-American',False,1.0,1.0,30.0,5.0,30.0,15.0,15.0,5.0,4.0,4.0,5.0,6.0,6.0,5.0,20.0,25.0,25.0,10.0,10.0,10.0,6.0,10.0,10.0,9.0,10.0,8.0,9.0,10.0,9.0,10.0,9.0,10.0,8.0,4.0,5.0,5.0,4.0,1.0,6.0,10.0,9.0,7.0,5.0,10.0,7.0,10.0,5.0,1.0,0.5,7.0,5,2,10.0,10.0,True,True,False,0
True,23,25,2,'Black/African American',caucasian,False,1.0,1.0,20.0,23.0,23.0,22.0,7.0,5.0,6.0,8.0,8.0,8.0,8.0,6.0,20.0,25.0,25.0,10.0,10.0,10.0,6.0,10.0,10.0,9.0,10.0,8.0,8.0,8.0,9.0,9.0,8.0,10.0,8.0,4.0,5.0,5.0,4.0,1.0,6.0,10.0,9.0,7.0,5.0,10.0,7.0,10.0,5.0,1.0,0.33,7.0,5,2,8.0,5.0,True,True,False,0
True,23,26,3,'Black/African American',caucasian,False,1.0,1.0,20.0,25.0,20.0,15.0,15.0,5.0,5.0,6.0,8.0,6.0,8.0,4.0,20.0,25.0,25.0,10.0,10.0,10.0,6.0,10.0,10.0,9.0,10.0,6.0,9.0,9.0,8.0,9.0,7.0,10.0,8.0,4.0,5.0,5.0,4.0,1.0,6.0,10.0,9.0,7.0,5.0,10.0,7.0,10.0,5.0,1.0,-0.12,7.0,5,2,7.0,8.0,True,True,False,0
True,23,23,0,'Black/African American','Black/African American',True,1.0,1.0,50.0,10.0,20.0,10.0,10.0,0.0,8.0,8.0,8.0,8.0,9.0,8.0,20.0,25.0,25.0,10.0,10.0,10.0,6.0,10.0,10.0,9.0,10.0,8.0,10.0,10.0,10.0,10.0,10.0,10.0,8.0,4.0,5.0,5.0,4.0,1.0,6.0,10.0,9.0,7.0,5.0,10.0,7.0,10.0,5.0,1.0,0.11,7.0,5,2,10.0,10.0,True,True,True,1
False,23,29,6,caucasian,'Latino/Hispanic American',False,10.0,9.0,20.0,25.0,15.0,15.0,53.0,20.0,7.0,6.0,6.0,7.0,9.0,5.0,17.0,18.0,18.0,15.0,17.0,15.0,10.0,10.0,9.0,8.0,5.0,2.0,6.0,2.0,3.0,2.0,3.0,2.0,1.0,10.0,10.0,5.0,5.0,2.0,1.0,7.0,6.0,8.0,8.0,7.0,6.0,9.0,10.0,4.0,0.26,3.0,15,3,2.0,5.0,True,False,True,0
False,23,22,1,caucasian,other,False,10.0,9.0,20.0,15.0,20.0,20.0,5.0,10.0,8.0,8.0,7.0,7.0,7.0,5.0,17.0,18.0,18.0,15.0,17.0,15.0,10.0,10.0,9.0,8.0,5.0,3.0,9.0,9.0,7.0,9.0,7.0,2.0,1.0,10.0,10.0,5.0,5.0,2.0,1.0,7.0,6.0,8.0,8.0,7.0,6.0,9.0,10.0,4.0,-0.15,3.0,15,3,5.0,6.0,True,False,True,0
False,23,26,3,caucasian,caucasian,True,10.0,9.0,25.0,10.0,20.0,20.0,15.0,10.0,8.0,6.0,7.0,7.0,7.0,5.0,17.0,18.0,18.0,15.0,17.0,15.0,10.0,10.0,9.0,8.0,5.0,4.0,7.0,9.0,9.0,10.0,7.0,2.0,1.0,10.0,10.0,5.0,5.0,2.0,1.0,7.0,6.0,8.0,8.0,7.0,6.0,9.0,10.0,4.0,0.07,3.0,15,3,9.0,9.0,True,True,True,1
False,23,21,2,caucasian,caucasian,True,10.0,9.0,60.0,15.0,0.0,15.0,0.0,10.0,9.0,8.0,8.0,10.0,9.0,6.0,17.0,18.0,18.0,15.0,17.0,15.0,10.0,10.0,9.0,8.0,5.0,3.0,10.0,8.0,6.0,7.0,7.0,2.0,1.0,10.0,10.0,5.0,5.0,2.0,1.0,7.0,6.0,8.0,8.0,7.0,6.0,9.0,10.0,4.0,-0.37,3.0,15,3,5.0,10.0,True,False,True,0
False,23,22,1,caucasian,caucasian,True,10.0,9.0,21.0,20.0,19.0,20.0,10.0,10.0,7.0,8.0,7.0,5.0,7.0,5.0,17.0,18.0,18.0,15.0,17.0,15.0,10.0,10.0,9.0,8.0,5.0,3.0,10.0,5.0,3.0,5.0,4.0,2.0,1.0,10.0,10.0,5.0,5.0,2.0,1.0,7.0,6.0,8.0,8.0,7.0,6.0,9.0,10.0,4.0,0.65,3.0,15,3,3.0,10.0,True,False,True,0
False,23,22,1,caucasian,caucasian,True,10.0,9.0,30.0,10.0,20.0,30.0,0.0,10.0,7.0,7.0,6.0,5.0,4.0,5.0,17.0,18.0,18.0,15.0,17.0,15.0,10.0,10.0,9.0,8.0,5.0,4.0,10.0,9.0,8.0,9.0,7.0,2.0,1.0,10.0,10.0,5.0,5.0,2.0,1.0,7.0,6.0,8.0,8.0,7.0,6.0,9.0,10.0,4.0,-0.31,3.0,15,3,6.0,8.0,True,True,False,0
False,23,25,2,caucasian,caucasian,True,10.0,9.0,30.0,0.0,30.0,30.0,10.0,0.0,8.0,10.0,8.0,8.0,10.0,5.0,17.0,18.0,18.0,15.0,17.0,15.0,10.0,10.0,9.0,8.0,5.0,3.0,10.0,7.0,3.0,5.0,2.0,2.0,1.0,10.0,10.0,5.0,5.0,2.0,1.0,7.0,6.0,8.0,8.0,7.0,6.0,9.0,10.0,4.0,-0.06,3.0,15,3,3.0,3.0,True,False,False,0
False,23,24,1,caucasian,other,False,10.0,9.0,20.0,20.0,20.0,20.0,10.0,10.0,8.0,6.0,6.0,7.0,7.0,5.0,17.0,18.0,18.0,15.0,17.0,15.0,10.0,10.0,9.0,8.0,5.0,3.0,10.0,9.0,2.0,9.0,3.0,2.0,1.0,10.0,10.0,5.0,5.0,2.0,1.0,7.0,6.0,8.0,8.0,7.0,6.0,9.0,10.0,4.0,0.37,3.0,15,3,3.0,6.0,True,False,True,0
False,22,29,7,caucasian,'Latino/Hispanic American',False,10.0,10.0,20.0,25.0,15.0,15.0,53.0,20.0,4.0,7.0,7.0,6.0,6.0,5.0,10.0,20.0,20.0,20.0,15.0,15.0,6.0,10.0,10.0,9.0,10.0,8.0,7.0,7.0,7.0,7.0,7.0,4.0,4.0,5.0,9.0,9.0,9.0,9.0,1.0,5.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,0.23,9.0,12,3,8.0,7.0,True,False,False,0
False,22,22,0,caucasian,other,False,10.0,10.0,20.0,15.0,20.0,20.0,5.0,10.0,5.0,10.0,7.0,5.0,4.0,1.0,10.0,20.0,20.0,20.0,15.0,15.0,6.0,10.0,10.0,9.0,10.0,8.0,8.0,8.0,7.0,8.0,1.0,4.0,4.0,5.0,9.0,9.0,9.0,9.0,1.0,5.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,-0.01,9.0,12,3,5.0,5.0,True,False,False,0
False,22,27,5,caucasian,'Black/African American',False,10.0,10.0,21.0,17.0,22.0,20.0,8.0,13.0,5.0,6.0,6.0,5.0,5.0,4.0,10.0,20.0,20.0,20.0,15.0,15.0,6.0,10.0,10.0,9.0,10.0,7.0,6.0,9.0,7.0,7.0,7.0,4.0,4.0,5.0,9.0,9.0,9.0,9.0,1.0,5.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,0.68,9.0,12,3,8.0,7.0,True,False,False,0
False,22,26,4,caucasian,caucasian,True,10.0,10.0,25.0,10.0,20.0,20.0,15.0,10.0,5.0,8.0,7.0,5.0,5.0,4.0,10.0,20.0,20.0,20.0,15.0,15.0,6.0,10.0,10.0,9.0,10.0,8.0,10.0,10.0,10.0,10.0,10.0,4.0,4.0,5.0,9.0,9.0,9.0,9.0,1.0,5.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,0.02,9.0,12,3,10.0,8.0,True,True,False,0
False,22,21,1,caucasian,caucasian,True,10.0,10.0,60.0,15.0,0.0,15.0,0.0,10.0,6.0,9.0,8.0,6.0,8.0,6.0,10.0,20.0,20.0,20.0,15.0,15.0,6.0,10.0,10.0,9.0,10.0,10.0,9.0,9.0,8.0,8.0,7.0,4.0,4.0,5.0,9.0,9.0,9.0,9.0,1.0,5.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,-0.34,9.0,12,3,8.0,7.0,True,True,True,1
False,22,22,0,caucasian,caucasian,True,10.0,10.0,21.0,20.0,19.0,20.0,10.0,10.0,5.0,8.0,8.0,7.0,7.0,7.0,10.0,20.0,20.0,20.0,15.0,15.0,6.0,10.0,10.0,9.0,10.0,10.0,10.0,10.0,10.0,9.0,9.0,4.0,4.0,5.0,9.0,9.0,9.0,9.0,1.0,5.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,0.44,9.0,12,3,8.0,7.0,True,True,False,0
False,22,22,0,caucasian,caucasian,True,10.0,10.0,30.0,10.0,20.0,30.0,0.0,10.0,6.0,8.0,6.0,6.0,6.0,5.0,10.0,20.0,20.0,20.0,15.0,15.0,6.0,10.0,10.0,9.0,10.0,10.0,10.0,10.0,10.0,10.0,9.0,4.0,4.0,5.0,9.0,9.0,9.0,9.0,1.0,5.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,-0.58,9.0,12,3,8.0,7.0,True,True,False,0
